"","plot","mortality"
"244","MS1_sbs_0471_5455",2
"245","MS1_sbs_0474_5454",14
"246","MS1_sbs_0475_5455",20
"247","MS1_sbs_0478_5455",4
"248","MS1_sbs_0480_5454",17
"249","MS1_sbs_0482_5454",20
"250","MS1_sbs_0487_5454",7
"251","MS1_sbs_0489_5454",10
"252","MS1_sbs_0491_5454",9
"253","MS1_sbs_0492_5454",9
"254","MS1_sbs_0493_5454",14
"255","MS1_sbs_0494_5454",7
"256","MS1_sbs_0496_5455",14
"257","MS1_sbs_0499_5257",16
"258","MS1_sbs_0500_5455",20
"259","MS1_sbs_0504_5454",11
"260","MS1_sbs_0505_5455",16
"261","MS1_sbs_0506_5257",12
"262","MS1_sbs_0508_5257",14
"263","MS1_sbs_0509_5454",4
"264","MS1_sbs_0515_5455",20
"265","MS1_sbs_0523_5454",15
"266","MS1_sbs_0524_5454",16
"267","MS1_sbs_0527_5257",16
"268","MS1_sbs_0528_5454",13
"269","MS1_sbs_0530_5454",15
"270","MS1_sbs_0531_5455",7
"271","MS1_sbs_0532_5454",12
"272","MS1_sbs_0534_5454",11
"273","MS1_sbs_0536_5454",16
"274","MS1_sbs_0537_5454",16
"275","MS1_sbs_0540_5454",6
"276","MS1_sbs_0542_5454",8
"277","MS1_sbs_0544_5454",9
"278","MS1_sbs_0545_5454",8
"279","MS1_sbs_0546_5455",2
"280","MS1_sbs_0548_5454",16
"281","MS1_sbs_0550_5454",14
"282","MS1_sbs_0553_5454",14
"283","MS1_sbs_0555_5454",12
"284","MS1_sbs_0557_5454",14
"285","MS1_sbs_0558_5454",4
"286","MS1_sbs_0562_5454",2
"287","MS1_sbs_0563_5454",1
"288","MS1_sbs_0569_5454",12
"289","MS1_sbs_0570_5454",7
"290","MS1_sbs_0573_5455",20
"291","MS1_sbs_0575_5454",14
"292","MS1_sbs_0576_5454",15
"293","MS1_sbs_0577_5454",18
"294","MS1_sbs_0580_5257",12
"295","MS1_sbs_0581_5454",12
"296","MS1_sbs_0582_5454",19
"297","MS1_sbs_0587_5454",13
"298","MS1_sbs_0589_5454",1
"299","MS1_sbs_0591_5454",20
"300","MS1_sbs_0592_5454",9
"301","MS1_sbs_0594_5455",20
"302","MS1_sbs_0598_5454",20
"303","MS1_sbs_0602_5455",3
"304","MS1_sbs_0603_5454",11
"305","MS1_sbs_0605_5455",19
"306","MS1_sbs_0606_5454",8
"307","MS1_sbs_0607_5455",20
"308","MS1_sbs_0608_5257",14
"309","MS1_sbs_0609_5454",12
"310","MS1_sbs_0610_5257",9
"311","MS1_sbs_0611_5454",11
"312","MS1_sbs_0621_5454",19
"313","MS1_sbs_0624_5455",9
"314","MS1_sbs_0625_5454",10
"315","MS1_sbs_0626_5455",4
"316","MS1_sbs_0628_5454",12
"317","MS1_sbs_0630_5455",15
"318","MS1_sbs_0632_5454",6
"319","MS1_sbs_0633_5455",7
"320","MS1_sbs_0638_5455",3
"321","MS1_sbs_0639_5257",12
"322","MS1_sbs_0641_5454",11
"323","MS1_sbs_0642_5454",12
"324","MS1_sbs_0643_5257",19
"325","MS1_sbs_0647_5454",8
"326","MS1_sbs_0650_5454",7
"327","MS1_sbs_0653_5257",9
"328","MS1_sbs_0655_5454",5
"329","MS1_sbs_0657_5454",9
"330","MS1_sbs_0658_5454",18
"331","MS1_sbs_0659_5454",17
"332","MS1_sbs_0660_5454",19
"333","MS1_sbs_0662_5454",5
"334","MS1_sbs_0663_5454",18
"335","MS1_sbs_0664_5257",15
"336","MS1_sbs_0666_5455",8
"337","MS1_sbs_0670_5454",8
"338","MS1_sbs_0672_5454",19
"339","MS1_sbs_0674_5454",20
"340","MS1_sbs_0675_5454",4
"341","MS1_sbs_0679_5454",2
"342","MS1_sbs_0681_5454",20
"343","MS1_sbs_0682_5454",9
"344","MS1_sbs_0683_5454",14
"345","MS1_sbs_0684_5257",15
"346","MS1_sbs_0691_5455",16
"347","MS1_sbs_0693_5455",13
"348","MS1_sbs_0694_5257",9
"349","MS1_sbs_0697_5454",18
"350","MS1_sbs_0699_5257",16
"351","MS1_sbs_0700_5455",10
"352","MS1_sbs_0701_5454",10
"353","MS1_sbs_0704_5454",7
"354","MS1_sbs_0705_5454",6
"355","MS1_sbs_0710_5454",19
"356","MS1_sbs_0711_5454",6
"357","MS1_sbs_0712_5454",14
"358","MS1_sbs_0713_5454",19
"359","MS1_sbs_0714_5454",6
"360","MS1_sbs_0717_5257",14
"361","MS1_sbs_0719_5454",6
"362","MS1_sbs_0721_5454",10
"363","MS1_sbs_0723_5257",12
"364","MS1_sbs_0725_5454",3
"365","MS1_sbs_0727_5257",16
"366","MS1_sbs_0734_5454",19
"367","MS1_sbs_0737_5454",9
"368","MS1_sbs_0738_5257",10
"369","MS1_sbs_0743_5455",20
"370","MS1_sbs_0745_5257",9
"371","MS1_sbs_0746_5454",10
"372","MS1_sbs_0747_5454",9
"373","MS1_sbs_0750_5454",10
"374","MS1_sbs_0752_5454",3
"375","MS1_sbs_0753_5454",16
"376","MS1_sbs_0759_5454",12
"377","MS1_sbs_0764_5454",13
"378","MS1_sbs_0765_5257",20
"379","MS1_sbs_0766_5454",14
"380","MS1_sbs_0768_5454",17
"381","MS1_sbs_0769_5454",4
"382","MS1_sbs_0772_5454",13
"383","MS1_sbs_0774_5454",5
"384","MS1_sbs_0776_5454",10
"385","MS1_sbs_0778_5454",10
"386","MS1_sbs_0780_5454",20
"387","MS1_sbs_0781_5257",10
"388","MS1_sbs_0782_5454",20
"389","MS1_sbs_0783_5257",11
"390","MS1_sbs_0785_5455",20
"391","MS1_sbs_0786_5455",5
"392","MS1_sbs_0789_5257",7
"393","MS1_sbs_0790_5454",9
"394","MS1_sbs_0791_5257",7
"395","MS1_sbs_0792_5455",3
"396","MS1_sbs_0794_5257",17
"397","MS1_sbs_0795_5454",12
"398","MS1_sbs_0796_5257",16
"399","MS1_sbs_0798_5454",17
"400","MS1_sbs_0799_5257",20
"401","MS1_sbs_0802_5454",14
"402","MS1_sbs_0803_5454",19
"403","MS1_sbs_0807_5455",1
"404","MS1_sbs_0808_5454",10
"405","MS1_sbs_0809_5257",13
"406","MS1_sbs_0811_5454",2
"407","MS1_sbs_0814_5454",18
"408","MS1_sbs_0816_5455",11
"409","MS1_sbs_0819_5454",12
"410","MS1_sbs_0820_5454",9
"411","MS1_sbs_0821_5455",10
"412","MS1_sbs_0822_5454",20
"413","MS1_sbs_0823_5455",3
"414","MS1_sbs_0824_5455",2
"415","MS1_sbs_0826_5454",1
"416","MS1_sbs_0827_5454",3
"417","MS1_sbs_0830_5455",3
"418","MS1_sbs_0831_5257",20
"419","MS1_sbs_0832_5454",19
"420","MS1_sbs_0833_5257",16
"421","MS1_sbs_0834_5454",19
"422","MS1_sbs_0835_5454",18
"423","MS1_sbs_0838_5454",16
"424","MS1_sbs_0840_5257",13
"425","MS1_sbs_0841_5257",20
"426","MS1_sbs_0847_5454",18
"427","MS1_sbs_0848_5454",9
"428","MS1_sbs_0852_5257",20
"429","MS1_sbs_0854_5454",2
"430","MS1_sbs_0856_5257",20
"431","MS1_sbs_0857_5257",18
"432","MS1_sbs_0858_5455",1
"433","MS1_sbs_0859_5454",19
"434","MS1_sbs_0862_5257",19
"435","MS1_sbs_0863_5257",20
"436","MS1_sbs_0867_5257",16
"437","MS1_sbs_0869_5257",19
"438","MS1_sbs_0870_5257",20
"439","MS1_sbs_0873_5454",1
"440","MS1_sbs_0876_5257",18
"441","MS1_sbs_0877_5454",5
"442","MS1_sbs_0879_5454",19
"443","MS1_sbs_0880_5257",12
"444","MS1_sbs_0885_5455",18
"445","MS1_sbs_0889_5257",20
"446","MS1_sbs_0892_5257",11
"447","MS1_sbs_0893_5454",20
"448","MS1_sbs_0896_5257",16
"449","MS1_sbs_0897_5257",9
"450","MS1_sbs_0898_5455",3
"451","MS1_sbs_0900_5257",16
"452","MS1_sbs_0901_5454",19
"453","MS1_sbs_0903_5257",15
"454","MS1_sbs_0904_5454",7
"455","MS1_sbs_0905_5454",2
"456","MS1_sbs_0906_5257",17
"457","MS1_sbs_0908_5257",12
"458","MS1_sbs_0910_5257",17
"459","MS1_sbs_0911_5257",20
"460","MS1_sbs_0913_5454",17
"461","MS1_sbs_0916_5454",14
"462","MS1_sbs_0917_5454",15
"463","MS1_sbs_0918_5454",13
"464","MS1_sbs_0922_5454",16
"465","MS1_sbs_0923_5455",2
"466","MS1_sbs_0928_5454",14
"467","MS1_sbs_0931_5455",4
"468","MS1_sbs_0932_5257",17
"469","MS1_sbs_0933_5454",18
"470","MS1_sbs_0936_5454",17
"471","MS1_sbs_0941_5257",15
"472","MS1_sbs_0942_5454",10
"473","MS1_sbs_0945_5455",12
"474","MS1_sbs_0948_5455",9
"475","MS1_sbs_0949_5257",3
"476","MS1_sbs_0950_5454",11
"477","MS1_sbs_0951_5454",12
"478","MS1_sbs_0952_5454",18
"479","MS1_sbs_0955_5454",14
"480","MS1_sbs_0956_5454",19
"481","MS1_sbs_0957_5455",1
"482","MS1_sbs_0959_5257",6
"483","MS1_sbs_0960_5257",17
"484","MS1_sbs_0962_5455",12
"485","MS1_sbs_0963_5455",7
"486","MS1_sbs_0964_5257",18
"487","MS1_sbs_0967_5257",18
"488","MS1_sbs_0968_5455",4
"489","MS1_sbs_0969_5257",12
"490","MS1_sbs_0970_5257",17
"491","MS1_sbs_0974_5455",15
"492","MS1_sbs_0975_5454",7
"493","MS1_sbs_0976_5455",2
"494","MS1_sbs_0977_5454",12
"495","MS1_sbs_0978_5455",1
"496","MS1_sbs_0980_5257",18
"497","MS1_sbs_0983_5455",2
"498","MS1_sbs_0984_5455",9
"499","MS1_sbs_0986_5257",3
"500","MS1_sbs_0990_5257",15
"501","MS1_sbs_0991_5454",9
"502","MS1_sbs_0992_5257",14
"503","MS1_sbs_0994_5455",3
"504","MS1_sbs_0995_5455",4
"505","MS1_sbs_0997_5257",14
"506","MS1_sbs_0998_5257",9
"507","MS1_sbs_0999_5257",17
"508","MS1_sbs_1000_5454",20
"509","MS1_sbs_1001_5257",2
"510","MS1_sbs_1002_5454",20
"511","MS1_sbs_1004_5257",5
"512","MS1_sbs_1008_5257",14
"513","MS1_sbs_1009_5257",3
"514","MS1_sbs_1010_5257",3
"515","MS1_sbs_1014_5257",18
"516","MS1_sbs_1015_5257",18
"517","MS1_sbs_1017_5454",17
"518","MS1_sbs_1020_5257",19
"519","MS1_sbs_1021_5454",19
"520","MS1_sbs_1022_5454",14
"521","MS1_sbs_1023_5257",9
"522","MS1_sbs_1024_5257",16
"523","MS1_sbs_1026_5455",9
"524","MS1_sbs_1028_5455",3
"525","MS1_sbs_1030_5257",12
"526","MS1_sbs_1031_5455",13
"527","MS1_sbs_1032_5454",3
"528","MS1_sbs_1033_5454",20
"529","MS1_sbs_1036_5257",15
"530","MS1_sbs_1037_5257",4
"531","MS1_sbs_1038_5455",9
"532","MS1_sbs_1041_5455",2
"533","MS1_sbs_1044_5257",13
"534","MS1_sbs_1045_5257",17
"535","MS1_sbs_1049_5454",15
"536","MS1_sbs_1050_5257",15
"537","MS1_sbs_1052_5454",16
"538","MS1_sbs_1054_5257",15
"539","MS1_sbs_1056_5454",15
"540","MS1_sbs_1063_5257",8
"541","MS1_sbs_1064_5257",18
"542","MS1_sbs_1065_5454",14
"543","MS1_sbs_1069_5455",2
"544","MS1_sbs_1070_5454",9
"545","MS1_sbs_1071_5257",15
"546","MS1_sbs_1074_5454",9
"547","MS1_sbs_1077_5454",10
"548","MS1_sbs_1079_5454",12
"549","MS1_sbs_1080_5257",0
"550","MS1_sbs_1082_5455",4
"551","MS1_sbs_1083_5454",6
"552","MS1_sbs_1085_5257",11
"553","MS1_sbs_1089_5257",4
"554","MS1_sbs_1090_5455",13
"555","MS1_sbs_1093_5454",9
"556","MS1_sbs_1095_5455",7
"557","MS1_sbs_1096_5455",3
"558","MS1_sbs_1099_5454",12
"559","MS1_sbs_1100_5257",16
"560","MS1_sbs_1102_5454",20
"561","MS1_sbs_1104_5454",18
"562","MS1_sbs_1106_5454",14
"563","MS1_sbs_1107_5257",10
"564","MS1_sbs_1108_5455",8
"565","MS1_sbs_1111_5454",7
"566","MS1_sbs_1112_5455",3
"567","MS1_sbs_1115_5257",15
"568","MS1_sbs_1117_5455",10
"569","MS1_sbs_1118_5454",12
"570","MS1_sbs_1119_5257",7
"571","MS1_sbs_1120_5455",8
"572","MS1_sbs_1122_5257",18
"573","MS1_sbs_1123_5257",4
"574","MS1_sbs_1124_5257",4
"575","MS1_sbs_1125_5257",15
"576","MS1_sbs_1126_5257",14
"577","MS1_sbs_1129_5257",6
"578","MS1_sbs_1135_5257",16
"579","MS1_sbs_1136_5455",5
"580","MS1_sbs_1138_5455",5
"581","MS1_sbs_1142_5257",19
"582","MS1_sbs_1143_5257",13
"583","MS1_sbs_1145_5257",10
"584","MS1_sbs_1146_5257",17
"585","MS1_sbs_1147_5257",20
"586","MS1_sbs_1148_5257",6
"587","MS1_sbs_1150_5257",15
"588","MS1_sbs_1152_5257",11
"589","MS1_sbs_1154_5257",8
"590","MS1_sbs_1155_5257",5
"591","MS1_sbs_1156_5257",18
"592","MS1_sbs_1157_5257",4
"593","MS1_sbs_1158_5257",17
"594","MS1_sbs_1159_5257",7
"595","MS1_sbs_1160_5257",18
"596","MS1_sbs_1161_5257",2
"597","MS1_sbs_1163_5257",19
"598","MS1_sbs_1164_5455",20
"599","MS1_sbs_1165_5455",6
"600","MS1_sbs_1167_5257",11
"601","MS1_sbs_1168_5257",15
"602","MS1_sbs_1169_5454",3
"603","MS1_sbs_1171_5257",20
"604","MS1_sbs_1172_5257",17
"605","MS1_sbs_1173_5257",4
"606","MS1_sbs_1174_5257",18
"607","MS1_sbs_1176_5257",4
"608","MS1_sbs_1178_5455",8
"609","MS1_sbs_1181_5257",12
"610","MS1_sbs_1182_5455",4
"611","MS1_sbs_1183_5454",4
"612","MS1_sbs_1184_5257",17
"613","MS1_sbs_1185_5455",14
"614","MS1_sbs_1187_5454",6
"615","MS1_sbs_1191_5257",13
"616","MS1_sbs_1192_5455",3
"617","MS1_sbs_1195_5257",20
"618","MS1_sbs_1196_5454",7
"619","MS1_sbs_1197_5257",6
"620","MS1_sbs_1199_5455",9
"621","MS1_sbs_1201_5454",15
"622","MS1_sbs_1202_5257",12
"623","MS1_sbs_1204_5257",20
"624","MS1_sbs_1205_5455",2
"625","MS1_sbs_1206_5257",8
"626","MS1_sbs_1209_5455",8
"627","MS1_sbs_1211_5257",5
"628","MS1_sbs_1213_5454",5
"629","MS1_sbs_1214_5454",9
"630","MS1_sbs_1215_5454",10
"631","MS1_sbs_1218_5257",5
"632","MS1_sbs_1219_5257",10
"633","MS1_sbs_1220_5257",1
"634","MS1_sbs_1223_5257",18
"635","MS1_sbs_1224_5257",15
"636","MS1_sbs_1228_5257",12
"637","MS1_sbs_1231_5257",18
"638","MS1_sbs_1232_5257",1
"639","MS1_sbs_1235_5257",2
"640","MS1_sbs_1236_5257",5
"641","MS1_sbs_1239_5257",16
"642","MS1_sbs_1241_5257",15
"643","MS1_sbs_1242_5454",18
"644","MS1_sbs_1243_5257",12
"645","MS1_sbs_1244_5257",10
"646","MS1_sbs_1245_5257",17
"647","MS1_sbs_1247_5257",17
"648","MS1_sbs_1249_5455",17
"649","MS1_sbs_1253_5454",6
"650","MS1_sbs_1256_5455",2
"651","MS1_sbs_1257_5257",2
"652","MS1_sbs_1262_5454",16
"653","MS1_sbs_1263_5257",8
"654","MS1_sbs_1265_5454",18
"655","MS1_sbs_1266_5257",11
"656","MS1_sbs_1270_5257",2
"657","MS1_sbs_1272_5454",8
"658","MS1_sbs_1273_5455",5
"659","MS1_sbs_1274_5257",15
"660","MS1_sbs_1280_5454",18
"661","MS1_sbs_1281_5257",4
"662","MS1_sbs_1283_5257",15
"663","MS1_sbs_1284_5257",18
"664","MS1_sbs_1285_5257",14
"665","MS1_sbs_1286_5455",16
"666","MS1_sbs_1288_5257",9
"667","MS1_sbs_1289_5257",13
"668","MS1_sbs_1291_5454",18
"669","MS1_sbs_1292_5257",10
"670","MS1_sbs_1294_5257",5
"671","MS1_sbs_1295_5257",5
"672","MS1_sbs_1302_5455",4
"673","MS1_sbs_1304_5454",20
"674","MS1_sbs_1305_5257",16
"675","MS1_sbs_1306_5257",9
"676","MS1_sbs_1307_5455",2
"677","MS1_sbs_1308_5257",13
"678","MS1_sbs_1310_5455",2
"679","MS1_sbs_1311_5257",10
"680","MS1_sbs_1312_5455",3
"681","MS1_sbs_1316_5257",14
"682","MS1_sbs_1317_5257",10
"683","MS1_sbs_1318_5257",19
"684","MS1_sbs_1319_5257",15
"685","MS1_sbs_1320_5454",1
"686","MS1_sbs_1327_5257",17
"687","MS1_sbs_1328_5454",17
"688","MS1_sbs_1330_5257",3
"689","MS1_sbs_1331_5257",18
"690","MS1_sbs_1335_5257",12
"691","MS1_sbs_1341_5455",7
"692","MS1_sbs_1342_5257",15
"693","MS1_sbs_1349_5257",6
"694","MS1_sbs_1352_5455",3
"695","MS1_sbs_1354_5257",18
"696","MS1_sbs_1355_5257",12
"697","MS1_sbs_1357_5257",11
"698","MS1_sbs_1361_5257",20
"699","MS1_sbs_1363_5455",2
"700","MS1_sbs_1365_5257",8
"701","MS1_sbs_1367_5257",6
"702","MS1_sbs_1368_5454",11
"703","MS1_sbs_1369_5257",15
"704","MS1_sbs_1370_5257",20
"705","MS1_sbs_1372_5455",15
"706","MS1_sbs_1373_5257",11
"707","MS1_sbs_1374_5257",15
"708","MS1_sbs_1377_5257",15
"709","MS1_sbs_1378_5257",3
"710","MS1_sbs_1381_5454",7
"711","MS1_sbs_1383_5455",4
"712","MS1_sbs_1387_5257",2
"713","MS1_sbs_1388_5257",18
"714","MS1_sbs_1391_5455",18
"715","MS1_sbs_1393_5455",7
"716","MS1_sbs_1397_5454",4
"717","MS1_sbs_1399_5257",7
"718","MS1_sbs_1402_5257",8
"719","MS1_sbs_1403_5257",16
"720","MS1_sbs_1404_5257",18
"721","MS1_sbs_1405_5257",11
"722","MS1_sbs_1408_5257",9
"723","MS1_sbs_1409_5454",9
"724","MS1_sbs_1411_5257",11
"725","MS1_sbs_1416_5455",11
"726","MS1_sbs_1419_5257",8
"727","MS1_sbs_1420_5257",8
"728","MS1_sbs_1423_5455",4
"729","MS1_sbs_1424_5257",9
"730","MS1_sbs_1426_5455",4
"731","MS1_sbs_1427_5257",10
"732","MS1_sbs_1429_5455",7
"733","MS1_sbs_1430_5257",9
"734","MS1_sbs_1432_5455",7
"735","MS1_sbs_1435_5257",5
